timestep,neighbor,flow_mw,direction,cost_eur
2024-01-11 16:00:00,DK1,-731.0,export,-71404.08
2024-01-11 16:00:00,DK2,-980.05,export,-95858.69
2024-01-11 16:00:00,PL,-600.0,export,-63798.0
2024-01-11 16:00:00,LT,-700.0,export,-72037.0
2024-01-11 16:00:00,DE,-615.0,export,-60386.85
2024-01-11 17:00:00,NO1,1995.24,import,189627.61
2024-01-11 17:00:00,NO3,-565.96,export,-31065.54
2024-01-11 17:00:00,NO4,600.0,import,9720.0
2024-01-11 17:00:00,FI,-1500.0,export,-124125.0
2024-01-11 17:00:00,DK1,-740.0,export,-72283.2
2024-01-11 17:00:00,DK2,-825.79,export,-80770.52
2024-01-11 17:00:00,PL,-600.0,export,-63798.0
2024-01-11 17:00:00,LT,-700.0,export,-72037.0
2024-01-11 17:00:00,DE,-615.0,export,-60386.85
2024-01-11 18:00:00,NO1,1685.87,import,160225.08
2024-01-11 18:00:00,NO3,-779.44,export,-42783.46
2024-01-11 18:00:00,NO4,600.0,import,9720.0
2024-01-11 18:00:00,FI,-1500.0,export,-124125.0
2024-01-11 18:00:00,DK1,-740.0,export,-72283.2
2024-01-11 18:00:00,DK2,-740.44,export,-72422.44
2024-01-11 18:00:00,PL,-600.0,export,-63798.0
2024-01-11 18:00:00,LT,-700.0,export,-72037.0
2024-01-11 18:00:00,DE,-615.0,export,-60386.85
2024-01-11 19:00:00,NO1,1145.27,import,108846.46
2024-01-11 19:00:00,NO3,-1000.0,export,-54890.0
2024-01-11 19:00:00,NO4,600.0,import,9720.0
2024-01-11 19:00:00,FI,-1500.0,export,-124125.0
2024-01-11 19:00:00,DK1,-740.0,export,-72283.2
2024-01-11 19:00:00,DK2,-726.35,export,-71044.29
2024-01-11 19:00:00,PL,-600.0,export,-63798.0
2024-01-11 19:00:00,LT,-700.0,export,-72037.0
2024-01-11 19:00:00,DE,-615.0,export,-60386.85
2024-01-11 20:00:00,NO1,609.34,import,57911.67
2024-01-11 20:00:00,NO3,-1000.0,export,-54890.0
2024-01-11 20:00:00,NO4,600.0,import,9720.0
2024-01-11 20:00:00,FI,-1500.0,export,-124125.0
2024-01-11 20:00:00,DK1,-740.0,export,-72283.2
2024-01-11 20:00:00,DK2,-749.45,export,-73303.7
2024-01-11 20:00:00,PL,-600.0,export,-63798.0
2024-01-11 20:00:00,LT,-700.0,export,-72037.0
2024-01-11 20:00:00,DE,-615.0,export,-60386.85
2024-01-11 21:00:00,NO1,36.67,import,3485.12
2024-01-11 21:00:00,NO3,-1000.0,export,-54890.0
2024-01-11 21:00:00,NO4,600.0,import,9720.0
2024-01-11 21:00:00,FI,-1500.0,export,-124125.0
2024-01-11 21:00:00,DK1,-740.0,export,-72283.2
2024-01-11 21:00:00,DK2,-830.66,export,-81246.85
2024-01-11 21:00:00,PL,-600.0,export,-63798.0
2024-01-11 21:00:00,LT,-700.0,export,-72037.0
2024-01-11 21:00:00,DE,-615.0,export,-60386.85
2024-01-11 22:00:00,NO1,-678.78,export,-64511.25
2024-01-11 22:00:00,NO3,-1000.0,export,-54890.0
2024-01-11 22:00:00,NO4,600.0,import,9720.0
2024-01-11 22:00:00,FI,-1500.0,export,-124125.0
2024-01-11 22:00:00,DK1,-740.0,export,-72283.2
2024-01-11 22:00:00,DK2,-998.13,export,-97627.1
2024-01-11 22:00:00,PL,-600.0,export,-63798.0
2024-01-11 22:00:00,LT,-700.0,export,-72037.0
2024-01-11 22:00:00,DE,-615.0,export,-60386.85
2024-01-11 23:00:00,NO1,-1413.01,export,-134292.47
2024-01-11 23:00:00,NO3,-805.14,export,-44194.13
2024-01-11 23:00:00,NO4,600.0,import,9720.0
2024-01-11 23:00:00,FI,-1500.0,export,-124125.0
2024-01-11 23:00:00,DK1,-740.0,export,-72283.2
2024-01-11 23:00:00,DK2,-1205.75,export,-117934.41
2024-01-11 23:00:00,PL,-600.0,export,-63798.0
2024-01-11 23:00:00,LT,-700.0,export,-72037.0
2024-01-11 23:00:00,DE,-615.0,export,-60386.85
2024-01-12 00:00:00,NO1,-1723.84,export,-163833.75
2024-01-12 00:00:00,NO3,-765.53,export,-42019.94
2024-01-12 00:00:00,NO4,600.0,import,9720.0
2024-01-12 00:00:00,FI,-1500.0,export,-124125.0
2024-01-12 00:00:00,DK1,-740.0,export,-72283.2
2024-01-12 00:00:00,DK2,-1454.11,export,-142226.5
2024-01-12 00:00:00,PL,-600.0,export,-63798.0
2024-01-12 00:00:00,LT,-700.0,export,-72037.0
2024-01-12 00:00:00,DE,-615.0,export,-60386.85
2024-01-12 01:00:00,NO1,-1889.87,export,-179613.24
2024-01-12 01:00:00,NO3,-955.15,export,-52428.18
2024-01-12 01:00:00,NO4,600.0,import,9720.0
2024-01-12 01:00:00,FI,-1500.0,export,-124125.0
2024-01-12 01:00:00,DK1,-740.0,export,-72283.2
2024-01-12 01:00:00,DK2,-1700.0,export,-166277.0
2024-01-12 01:00:00,PL,-600.0,export,-63798.0
2024-01-12 01:00:00,LT,-700.0,export,-72037.0
2024-01-12 01:00:00,DE,-615.0,export,-60386.85
2024-01-12 02:00:00,NO1,-2145.0,export,-203860.8
2024-01-12 02:00:00,NO3,-1000.0,export,-54890.0
2024-01-12 02:00:00,NO4,600.0,import,9720.0
2024-01-12 02:00:00,FI,-1500.0,export,-124125.0
2024-01-12 02:00:00,DK1,-740.0,export,-72283.2
